Department Name,Municipality Name,Rainfall,Area (km²)
HUILA,ALGECIRAS,1250,"2,149201"
HUILA,ALTAMIRA,1250,"0,67241"
HUILA,BARAYA,1250,"0,710359"
HUILA,CAMPOALEGRE,1250,"3,629403"
HUILA,COLOMBIA,1250,"0,51786"
HUILA,COLOMBIA,1750,"0,247945"
HUILA,ELÍAS,1250,"0,632527"
HUILA,GARZÓN,1250,"5,261548"
HUILA,GIGANTE,1250,"2,178466"
HUILA,GUADALUPE,1250,"0,727776"
HUILA,HOBO,1250,"0,870581"
HUILA,ÍQUIRA,1750,"0,506179"
HUILA,SAN JOSÉ DE ISNOS,1750,"0,956797"
HUILA,LA ARGENTINA,1250,"0,844341"
HUILA,LA PLATA,1750,"3,49494"
HUILA,NÁTAGA,1750,"0,524878"
HUILA,OPORAPA,1750,"0,641235"
HUILA,PAICOL,1750,"0,556787"
HUILA,PALERMO,1750,"1,374511"
HUILA,PALESTINA,1750,"0,279727"
HUILA,PITAL,1250,"0,843998"
HUILA,PITALITO,1250,"11,146101"
HUILA,RIVERA,1250,"2,576336"
HUILA,SALADOBLANCO,1250,"0,749647"
HUILA,SAN AGUSTÍN,1750,"2,155747"
HUILA,SANTA MARÍA,1750,"0,464939"
HUILA,SUAZA,1250,"0,711738"
HUILA,TARQUI,1250,"0,715555"
HUILA,TESALIA,1750,"1,059638"
HUILA,TELLO,1250,"0,862542"
HUILA,TERUEL,1750,"0,787386"
HUILA,TIMANÁ,1250,"0,940059"
HUILA,VILLAVIEJA,1250,"0,754326"
HUILA,YAGUARÁ,1750,"1,013512"
LA GUAJIRA,"RIOHACHA, DISTRITO ESPECIAL, TURÍSTICO Y CULTURAL",750,"26,473579"
LA GUAJIRA,ALBANIA,750,"7,469851"
LA GUAJIRA,ALBANIA,1250,"1,123042"
LA GUAJIRA,BARRANCAS,750,"7,235513"
LA GUAJIRA,DIBULLA,1250,"1,125954"
LA GUAJIRA,DISTRACCIÓN,750,"1,027484"
LA GUAJIRA,EL MOLINO,1250,"1,506015"
LA GUAJIRA,FONSECA,750,"5,69402"
LA GUAJIRA,HATONUEVO,750,"2,951111"
LA GUAJIRA,LA JAGUA DEL PILAR,1250,"0,410389"
LA GUAJIRA,MAICAO,750,"22,971365"
LA GUAJIRA,MANAURE,250,"4,832723"
LA GUAJIRA,SAN JUAN DEL CESAR,750,"7,135099"
LA GUAJIRA,URIBIA,250,"5,050944"
LA GUAJIRA,URUMITA,1250,"2,537531"
LA GUAJIRA,VILLANUEVA,1250,"5,636766"
MAGDALENA,"SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO",750,"65,841205"
MAGDALENA,"SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO",1250,"3,389389"
MAGDALENA,ALGARROBO,1250,"1,443301"
MAGDALENA,ARACATACA,1250,"3,167825"
MAGDALENA,EL DIFICIL,1250,"2,779561"
MAGDALENA,CERRO DE SAN ANTONIO,1250,"0,525064"
MAGDALENA,CHIVOLO,1250,"1,560028"
MAGDALENA,CIÉNAGA,750,"10,297025"
MAGDALENA,CONCORDIA,1250,"0,612847"
MAGDALENA,EL BANCO,2250,"5,938657"
MAGDALENA,EL PIÑÓN,1250,"0,894992"
MAGDALENA,EL RETÉN,1250,"1,292288"
MAGDALENA,FUNDACIÓN,1250,"7,671787"
MAGDALENA,GUAMAL,1750,"0,32371"
MAGDALENA,GUAMAL,2250,"1,465313"
MAGDALENA,GRANADA,1250,"1,221902"
MAGDALENA,PEDRAZA,1250,"0,37592"
MAGDALENA,PIJIÑO,1750,"0,879935"
MAGDALENA,PIVIJAY,1250,"3,935022"
MAGDALENA,PLATO,1250,"8,096429"
MAGDALENA,PUEBLOVIEJO,750,"0,717702"
MAGDALENA,REMOLINO,1250,"0,762125"
MAGDALENA,SAN ÁNGEL,1250,"0,821532"
MAGDALENA,SALAMINA,1250,"1,893154"
MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,1750,"1,018127"
MAGDALENA,SAN ZENÓN,1750,"0,449806"
MAGDALENA,SANTA ANA,1750,"2,263579"
MAGDALENA,SANTA BÁRBARA DE PINTO,1250,"1,61092"
MAGDALENA,SITIONUEVO,1250,"0,935572"
MAGDALENA,TENERIFE,1250,"2,149967"
MAGDALENA,PUNTA DE PIEDRAS,1250,"0,464095"
MAGDALENA,PRADO - SEVILLA,1250,"0,602229"
META,VILLAVICENCIO,3500,"1,991987"
META,VILLAVICENCIO,4500,"64,619148"
META,ACACÍAS,4500,"11,623419"
META,BARRANCA DE UPÍA,2750,"1,618754"
META,CABUYARO,2750,"0,964395"
META,CASTILLA LA NUEVA,3500,"1,285053"
META,CUBARRAL,4500,"0,822397"
META,CUMARAL,4500,"5,33017"
META,EL CALVARIO,3500,"0,257629"
META,EL CASTILLO,3500,"1,039854"
META,EL DORADO,4500,"0,280445"
META,FUENTE DE ORO,2750,"1,584796"
META,GRANADA,2750,"11,416243"
META,GUAMAL,4500,"2,800364"
META,MAPIRIPÁN,2750,"2,693082"
META,MESETAS,3500,"0,878861"
META,LA MACARENA,2750,"2,971053"
META,URIBE,3500,"0,764529"
META,LEJANÍAS,3500,"2,404006"
META,PUERTO CONCORDIA,2750,"0,726307"
META,PUERTO GAITÁN,2250,"2,667278"
META,PUERTO LÓPEZ,2750,"8,79281"
META,PUERTO LLERAS,2750,"1,017339"
META,PUERTO RICO,2750,"1,106992"
META,RESTREPO,4500,"2,497368"
META,SAN CARLOS DE GUAROA,2750,"1,130608"
META,SAN JUAN DE ARAMA,2750,"1,498989"
META,SAN JUANITO,1750,"0,23217"
META,SAN JUANITO,2250,"0,004067"
META,SAN MARTÍN,3500,"6,503603"
META,VISTAHERMOSA,2750,"1,667254"
NARIÑO,SAN JUAN DE PASTO,1250,"25,248199"
NARIÑO,SAN JOSÉ,1750,"0,423148"
NARIÑO,ALDANA,1250,"0,351725"
NARIÑO,ANCUYA,1250,"0,364714"
NARIÑO,BERRUECOS,1750,"0,264631"
NARIÑO,BARBACOAS,6000,"0,792236"
NARIÑO,BELÉN,1750,"0,33276"
NARIÑO,BUESACO,1250,"1,083811"
NARIÑO,GÉNOVA,1750,"0,190495"
NARIÑO,CONSACÁ,1250,"0,550587"
NARIÑO,CONTADERO,1250,"0,49501"
NARIÑO,CÓRDOBA,1250,"0,68078"
NARIÑO,CARLOSAMA,1250,"1,060736"
NARIÑO,CUMBAL,1250,"2,04662"
NARIÑO,CUMBITARA,1750,"0,27734"
NARIÑO,CHACHAGÜÍ,1250,"0,933184"
NARIÑO,EL CHARCO,4500,"0,797145"
NARIÑO,EL PEÑOL,1250,"0,361455"
NARIÑO,EL ROSARIO,1250,"0,287691"
NARIÑO,EL TABLÓN DE GÓMEZ,1750,"0,198192"
NARIÑO,EL TAMBO,1250,"1,029168"
NARIÑO,FUNES,1250,"0,842823"
NARIÑO,GUACHUCAL,1250,"0,667518"
NARIÑO,GUAITARILLA,1250,"1,19007"
NARIÑO,GUALMATÁN,1250,"0,751825"
NARIÑO,ILES,1250,"0,377205"
NARIÑO,IMUÉS,1250,"0,342855"
NARIÑO,IPIALES,1250,"14,27986"
NARIÑO,LA CRUZ,1750,"0,784212"
NARIÑO,LA FLORIDA,1250,"0,910572"
NARIÑO,LA LLANADA,1750,"0,43206"
NARIÑO,LA TOLA,4500,"0,593898"
NARIÑO,LA UNIÓN,1750,"1,312128"
NARIÑO,LEIVA,1250,"0,242476"
NARIÑO,LINARES,1250,"0,345707"
NARIÑO,SOTOMAYOR,1250,"0,660116"
NARIÑO,PAYÁN,6000,"0,40985"
NARIÑO,PIEDRANCHA,2250,"0,260973"
NARIÑO,MOSQUERA,3500,"0,247049"
NARIÑO,NARIÑO,1250,"0,338037"
NARIÑO,BOCAS DE SATINGA,3500,"0,862302"
NARIÑO,OSPINA,1250,"0,54133"
NARIÑO,SALAHONDA,3500,"0,345021"
NARIÑO,POLICARPA,1250,"0,263644"
NARIÑO,POTOSÍ,1250,"0,341223"
NARIÑO,PROVIDENCIA,1250,"0,27052"
NARIÑO,PUERRES,1250,"1,030276"
NARIÑO,PUPIALES,1250,"1,548771"
NARIÑO,RICAURTE,4500,"0,426538"
NARIÑO,SAN JOSÉ,6000,"0,231877"
NARIÑO,SAMANIEGO,1250,"2,22847"
NARIÑO,SANDONÁ,1250,"1,758893"
NARIÑO,SAN BERNARDO,1750,"0,263575"
NARIÑO,SAN LORENZO,1750,"0,287665"
NARIÑO,SAN PABLO,1750,"0,865758"
NARIÑO,SAN PEDRO DE CARTAGO,1750,"0,162083"
NARIÑO,ISCUANDÉ,4500,"0,379312"
NARIÑO,GUACHAVÉS,1750,"0,212183"
NARIÑO,SAPUYES,1250,"0,475536"
NARIÑO,TAMINANGO,1250,"0,060932"
NARIÑO,TAMINANGO,1750,"0,304765"
NARIÑO,TANGUA,1250,"0,698613"
NARIÑO,"SAN ANDRÉS DE TUMACO, DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURÍSTICO",3500,"5,41222"
NARIÑO,TÚQUERRES,1250,"3,890298"
NARIÑO,YACUANQUER,1250,"0,606824"
NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,1250,"75,3285"
NORTE DE SANTANDER,ÁBREGO,1250,"1,879264"
NORTE DE SANTANDER,ARBOLEDAS,1750,"0,375371"
NORTE DE SANTANDER,BOCHALEMA,1250,"0,728781"
NORTE DE SANTANDER,BUCARASICA,1750,"0,135302"
NORTE DE SANTANDER,CÁCOTA,750,"0,28368"
NORTE DE SANTANDER,CÁCHIRA,1250,"0,215514"
NORTE DE SANTANDER,CHINÁCOTA,1250,"4,27528"
NORTE DE SANTANDER,CHITAGÁ,750,"0,650908"
NORTE DE SANTANDER,CONVENCIÓN,1250,"0,899039"
NORTE DE SANTANDER,CUCUTILLA,1750,"0,315905"
NORTE DE SANTANDER,DURANIA,1250,"0,469902"
NORTE DE SANTANDER,EL CARMEN,1250,"0,298445"
NORTE DE SANTANDER,EL TARRA,2250,"1,042249"
NORTE DE SANTANDER,EL ZULIA,1250,"1,964273"
NORTE DE SANTANDER,GRAMALOTE,1750,"0,86033"
NORTE DE SANTANDER,HACARÍ,1250,"0,155157"
NORTE DE SANTANDER,HERRÁN,1250,"0,166909"
NORTE DE SANTANDER,LABATECA,1250,"0,254633"
NORTE DE SANTANDER,LA ESPERANZA,2250,"0,348325"
NORTE DE SANTANDER,LA PLAYA,1250,"0,224445"
NORTE DE SANTANDER,LOS PATIOS,1250,"10,668371"
NORTE DE SANTANDER,LOURDES,1750,"0,213494"
NORTE DE SANTANDER,MUTISCUA,1250,"0,17126"
NORTE DE SANTANDER,OCAÑA,1250,"10,457405"
NORTE DE SANTANDER,PAMPLONA,750,"5,392842"
NORTE DE SANTANDER,PAMPLONITA,1250,"0,431174"
NORTE DE SANTANDER,PUERTO SANTANDER,2750,"0,765589"
NORTE DE SANTANDER,RAGONVALIA,1250,"0,672568"
NORTE DE SANTANDER,SALAZAR DE LAS PALMAS,1750,"0,990166"
NORTE DE SANTANDER,SAN CALIXTO,1250,"0,474496"
NORTE DE SANTANDER,SAN CAYETANO,1250,"1,762483"
NORTE DE SANTANDER,SANTIAGO,1250,"0,253305"
NORTE DE SANTANDER,SARDINATA,1750,"1,094017"
NORTE DE SANTANDER,SILOS,750,"0,262448"
NORTE DE SANTANDER,TEORAMA,1250,"0,3378"
NORTE DE SANTANDER,TIBÚ,3500,"3,3036"
NORTE DE SANTANDER,TOLEDO,1250,"0,971461"
NORTE DE SANTANDER,VILLA CARO,1250,"0,45115"
NORTE DE SANTANDER,VILLA DEL ROSARIO,1250,"19,162902"
PUTUMAYO,MOCOA,3500,"5,65348"
PUTUMAYO,COLÓN,1750,"1,764447"
PUTUMAYO,ORITO,3500,"7,034613"
PUTUMAYO,PUERTO ASÍS,3500,"5,667151"
PUTUMAYO,PUERTO CAICEDO,3500,"0,994019"
PUTUMAYO,PUERTO GUZMÁN,4500,"0,847015"
PUTUMAYO,PUERTO LEGUÍZAMO,2750,"2,145621"
PUTUMAYO,SIBUNDOY,1750,"2,915685"
PUTUMAYO,SAN FRANCISCO,1750,"0,736632"
PUTUMAYO,LA DORADA,3500,"0,998614"
PUTUMAYO,SANTIAGO,1750,"0,799802"
PUTUMAYO,LA HORMIGA,3500,"2,756529"
PUTUMAYO,VILLAGARZÓN,4500,"2,435865"
QUINDIO,ARMENIA,2250,"33,363241"
QUINDIO,BUENAVISTA,1750,"0,133134"
QUINDIO,CALARCÁ,2250,"7,131417"
QUINDIO,CIRCASIA,2250,"3,017098"
QUINDIO,CIRCASIA,2750,"0,285713"
QUINDIO,CÓRDOBA,1750,"0,476592"
QUINDIO,FILANDIA,2750,"0,839744"
QUINDIO,GÉNOVA,1750,"0,496433"
QUINDIO,LA TEBAIDA,1750,"0,466547"
QUINDIO,LA TEBAIDA,2250,"3,00965"
QUINDIO,MONTENEGRO,1750,"0,965911"
QUINDIO,MONTENEGRO,2250,"2,190284"
QUINDIO,PIJAO,1750,"0,662495"
QUINDIO,QUIMBAYA,1750,"2,02701"
QUINDIO,QUIMBAYA,2250,"1,002635"
QUINDIO,SALENTO,2750,"0,845041"
RISARALDA,PEREIRA,2250,"14,002111"
RISARALDA,PEREIRA,2750,"19,341784"
RISARALDA,APÍA,2250,"0,756511"
RISARALDA,BALBOA,2250,"0,270957"
RISARALDA,BELÉN DE UMBRÍA,2250,"1,562476"
RISARALDA,DOSQUEBRADAS,2750,"16,093884"
RISARALDA,GUÁTICA,2250,"0,607835"
RISARALDA,LA CELIA,2250,"0,414721"
RISARALDA,LA VIRGINIA,1750,"2,173704"
RISARALDA,MARSELLA,2750,"2,397604"
RISARALDA,MISTRATÓ,2250,"0,442078"
RISARALDA,PUEBLO RICO,2250,"0,481393"
RISARALDA,QUINCHÍA,2250,"1,106872"
RISARALDA,SANTA ROSA DE CABAL,2750,"7,734367"
RISARALDA,SANTUARIO,2250,"0,450229"
SANTANDER,BUCARAMANGA,1250,"56,54043"
SANTANDER,AGUADA,2750,"0,115379"
SANTANDER,ALBANIA,2250,"0,182559"
SANTANDER,ARATOCA,1250,"0,447216"
SANTANDER,BARBOSA,2250,"3,649231"
SANTANDER,BARICHARA,1250,"1,160908"
SANTANDER,BARRANCABERMEJA,2750,"33,114316"
SANTANDER,BETULIA,1250,"0,490886"
SANTANDER,BOLÍVAR,2250,"0,309237"
SANTANDER,CABRERA,1250,"0,351118"
SANTANDER,CALIFORNIA,1250,"0,14593"
SANTANDER,CAPITANEJO,1250,"2,244991"
SANTANDER,CARCASÍ,1250,"0,15365"
SANTANDER,CEPITÁ,1250,"0,122867"
SANTANDER,CERRITO,1250,"0,546816"
SANTANDER,CHARALÁ,2750,"1,318565"
SANTANDER,CHARTA,1250,"0,250039"
SANTANDER,CHIMA,2750,"0,235384"
SANTANDER,CHIPATÁ,2250,"0,258971"
SANTANDER,CIMITARRA,2750,"3,22486"
SANTANDER,CONCEPCIÓN,1250,"0,460495"
SANTANDER,CONFINES,2750,"0,225932"
SANTANDER,CONTRATACIÓN,3500,"0,979668"
SANTANDER,COROMORO,2250,"0,222187"
SANTANDER,CURITÍ,1250,"0,802985"
SANTANDER,EL CARMEN DE CHUCURÍ,2250,"0,271712"
SANTANDER,EL GUACAMAYO,3500,"0,249864"
SANTANDER,EL PEÑÓN,2250,"0,18954"
SANTANDER,EL PLAYÓN,1750,"0,598521"
SANTANDER,ENCINO,2750,"0,121046"
SANTANDER,ENCISO,1250,"0,168142"
SANTANDER,FLORIÁN,2250,"0,377548"
SANTANDER,FLORIDABLANCA,1250,"17,417422"
SANTANDER,GALÁN,1250,"0,263388"
SANTANDER,GÁMBITA,2250,"0,182448"
SANTANDER,GIRÓN,1250,"9,958792"
SANTANDER,GUACA,1250,"0,602445"
SANTANDER,GUADALUPE,3500,"0,693592"
SANTANDER,GUAPOTÁ,2750,"0,086879"
SANTANDER,GUAPOTÁ,3500,"0,225308"
SANTANDER,GUAVATÁ,2250,"0,28976"
SANTANDER,GÜEPSA,2250,"1,103077"
SANTANDER,HATO,1750,"0,445468"
SANTANDER,JESÚS MARÍA,2250,"0,19494"
SANTANDER,JORDÁN SUBE,1250,"0,048702"
SANTANDER,LA BELLEZA,2250,"0,334237"
SANTANDER,LANDÁZURI,3500,"0,544819"
SANTANDER,LA PAZ,2750,"0,236082"
SANTANDER,LEBRIJA,1250,"2,978591"
SANTANDER,LOS SANTOS,1250,"0,426085"
SANTANDER,MACARAVITA,1250,"0,081857"
SANTANDER,MÁLAGA,1750,"3,004109"
SANTANDER,MATANZA,1250,"0,306086"
SANTANDER,MOGOTES,2250,"0,967054"
SANTANDER,MOLAGAVITA,1750,"0,221181"
SANTANDER,OCAMONTE,2250,"0,136076"
SANTANDER,OIBA,3500,"0,763333"
SANTANDER,ONZAGA,1250,"0,392776"
SANTANDER,PALMAR,1750,"0,221434"
SANTANDER,PALMAS DEL SOCORRO,2750,"0,213763"
SANTANDER,PÁRAMO,2250,"0,190321"
SANTANDER,PIEDECUESTA,1250,"11,440451"
SANTANDER,PINCHOTE,1250,"0,229012"
SANTANDER,PUENTE NACIONAL,2250,"1,182735"
SANTANDER,PUERTO PARRA,2750,"0,606154"
SANTANDER,PUERTO WILCHES,2750,"2,593644"
SANTANDER,RIONEGRO,1250,"0,454746"
SANTANDER,RIONEGRO,1750,"0,20576"
SANTANDER,SABANA DE TORRES,3500,"5,719192"
SANTANDER,SAN ANDRÉS,1250,"0,499318"
SANTANDER,SAN BENITO,2750,"0,09771"
SANTANDER,SAN GIL,1250,"7,479777"
SANTANDER,SAN JOAQUÍN,1750,"0,187159"
SANTANDER,SAN JOSÉ DE MIRANDA,1250,"0,258879"
SANTANDER,SAN MIGUEL,1250,"0,240448"
SANTANDER,SAN VICENTE DE CHUCURÍ,2250,"1,898286"
SANTANDER,SANTA BÁRBARA,1250,"0,095373"
SANTANDER,SANTA HELENA DEL OPÓN,3500,"0,191644"
SANTANDER,SIMACOTA,2750,"0,390493"
SANTANDER,SOCORRO,2250,"4,202453"
SANTANDER,SUAITA,2250,"0,617476"
SANTANDER,SUCRE,2250,"0,206487"
SANTANDER,SURATÁ,1250,"0,206612"
SANTANDER,TONA,1250,"0,140652"
SANTANDER,VALLE DE SAN JOSÉ,1750,"0,422517"
SANTANDER,VÉLEZ,2250,"2,507381"
SANTANDER,VETAS,750,"0,192787"
SANTANDER,VILLANUEVA,1250,"1,556734"
SANTANDER,ZAPATOCA,1250,"2,64747"
SUCRE,SINCELEJO,1250,"31,65676"
SUCRE,BUENAVISTA,1250,"1,209627"
SUCRE,CAIMITO,1750,"1,035483"
SUCRE,RICAURTE (COLOSÓ),1250,"0,798922"
SUCRE,COROZAL,1250,"4,972731"
SUCRE,COVEÑAS,1250,"8,124428"
SUCRE,CHALÁN,1250,"0,511378"
SUCRE,EL ROBLE,1250,"1,389758"
SUCRE,GALERAS,1250,"2,010128"
SUCRE,GUARANDA,3500,"1,072117"
SUCRE,LA UNIÓN,1750,"7,657395"
SUCRE,LOS PALMITOS,1250,"1,47502"
SUCRE,MAJAGUAL,2750,"1,425146"
SUCRE,MORROA,1250,"1,530589"
SUCRE,OVEJAS,1250,"1,882075"
SUCRE,PALMITO,1250,"0,759502"
SUCRE,SAMPUÉS,1250,"2,883892"
SUCRE,SAN BENITO ABAD,1750,"2,37666"
SUCRE,BETULIA,1250,"1,979939"
SUCRE,SAN MARCOS,1750,"6,689806"
SUCRE,SAN MARCOS,2250,"0,583467"
SUCRE,SAN ONOFRE,1250,"3,368308"
SUCRE,SAN PEDRO,1250,"1,53526"
SUCRE,SINCÉ,1250,"3,131824"
SUCRE,SUCRE,2250,"1,296426"
SUCRE,SANTIAGO DE TOLÚ,1250,"8,892021"
SUCRE,TOLUVIEJO,1250,"1,308857"
TOLIMA,IBAGUÉ,1750,"48,569875"
TOLIMA,ALPUJARRA,1250,"0,022258"
TOLIMA,ALPUJARRA,1750,"0,68634"
TOLIMA,ALVARADO,1250,"0,742678"
TOLIMA,AMBALEMA,1250,"1,55846"
TOLIMA,ANZOÁTEGUI,1750,"0,245022"
TOLIMA,GUAYABAL,1750,"2,139831"
TOLIMA,ATACO,2250,"1,659709"
TOLIMA,CAJAMARCA,1250,"0,700176"
TOLIMA,CARMEN DE APICALÁ,1750,"3,939264"
TOLIMA,CASABIANCA,2750,"0,393874"
TOLIMA,CHAPARRAL,2750,"6,838523"
TOLIMA,COELLO,1250,"0,508236"
TOLIMA,COYAIMA,1750,"0,663243"
TOLIMA,CUNDAY,1750,"0,899124"
TOLIMA,DOLORES,1750,"0,694915"
TOLIMA,EL ESPINAL,1250,"3,674944"
TOLIMA,EL ESPINAL,1750,"5,632953"
TOLIMA,FALAN,2750,"0,527557"
TOLIMA,FLANDES,1250,"7,531217"
TOLIMA,FRESNO,2750,"1,449366"
TOLIMA,GUAMO,1750,"4,525171"
TOLIMA,HERVEO,2250,"0,331937"
TOLIMA,HONDA,1750,"10,302232"
TOLIMA,ICONONZO,1250,"0,116018"
TOLIMA,ICONONZO,1750,"0,692105"
TOLIMA,LÉRIDA,1250,"3,555037"
TOLIMA,LÍBANO,2250,"3,689903"
TOLIMA,SAN SEBASTIÁN DE MARIQUITA,2250,"5,999841"
TOLIMA,MELGAR,1750,"14,085605"
TOLIMA,MURILLO,1750,"0,871731"
TOLIMA,NATAGAIMA,1250,"0,18669"
TOLIMA,NATAGAIMA,1750,"1,637286"
TOLIMA,ORTEGA,1750,"3,272871"
TOLIMA,PALOCABILDO,2750,"0,475169"
TOLIMA,PIEDRAS,1250,"0,941712"
TOLIMA,PLANADAS,2250,"0,797586"
TOLIMA,PRADO,1750,"1,099979"
TOLIMA,PURIFICACIÓN,1750,"4,228528"
TOLIMA,RIOBLANCO,2250,"0,386082"
TOLIMA,RONCESVALLES,1250,"0,297528"
TOLIMA,ROVIRA,1750,"1,859305"
TOLIMA,SALDAÑA,1750,"2,01967"
TOLIMA,SAN ANTONIO,2250,"0,995734"
TOLIMA,SAN LUIS,1750,"0,81066"
TOLIMA,SANTA ISABEL,1750,"0,260949"
TOLIMA,SUÁREZ,1750,"0,358639"
TOLIMA,VALLE DE SAN JUAN,1750,"0,735248"
TOLIMA,VENADILLO,1250,"1,054968"
TOLIMA,VENADILLO,1750,"0,428369"
TOLIMA,VILLAHERMOSA,2250,"0,701334"
TOLIMA,VILLARRICA,1750,"0,608081"
VALLE DEL CAUCA,"SANTIAGO DE CALI, DISTRITO ESPECIAL, DEPORTIVO, CULTURAL, TURÍSTICO, EMPRESARIAL Y DE SERVICIOS",1250,"132,739933"
VALLE DEL CAUCA,"SANTIAGO DE CALI, DISTRITO ESPECIAL, DEPORTIVO, CULTURAL, TURÍSTICO, EMPRESARIAL Y DE SERVICIOS",1750,"14,981818"
VALLE DEL CAUCA,ALCALÁ,1750,"1,141398"
VALLE DEL CAUCA,ANDALUCÍA,1250,"3,102749"
VALLE DEL CAUCA,ANSERMANUEVO,1750,"1,456801"
VALLE DEL CAUCA,ARGELIA,1250,"0,379259"
VALLE DEL CAUCA,BOLÍVAR,1250,"1,117714"
VALLE DEL CAUCA,"BUENAVENTURA, DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURÍSTICO",6000,"11,974355"
VALLE DEL CAUCA,"BUENAVENTURA, DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURÍSTICO",8000,"21,066061"
VALLE DEL CAUCA,GUADALAJARA DE BUGA,1250,"11,663626"
VALLE DEL CAUCA,BUGALAGRANDE,1250,"2,926111"
VALLE DEL CAUCA,CAICEDONIA,1750,"2,879812"
VALLE DEL CAUCA,DARIÉN,1250,"1,974871"
VALLE DEL CAUCA,CANDELARIA,1250,"1,257792"
VALLE DEL CAUCA,CARTAGO,1750,"19,35551"
VALLE DEL CAUCA,DAGUA,1250,"1,684426"
VALLE DEL CAUCA,EL ÁGUILA,2250,"0,345819"
VALLE DEL CAUCA,EL CAIRO,1750,"0,40178"
VALLE DEL CAUCA,EL CERRITO,1250,"3,385164"
VALLE DEL CAUCA,EL CERRITO,1750,"0,176769"
VALLE DEL CAUCA,EL DOVIO,1250,"0,985328"
VALLE DEL CAUCA,FLORIDA,1750,"3,284556"
VALLE DEL CAUCA,GINEBRA,1750,"1,335538"
VALLE DEL CAUCA,GUACARÍ,1250,"2,2545"
VALLE DEL CAUCA,JAMUNDÍ,1750,"24,35785"
VALLE DEL CAUCA,JAMUNDÍ,2250,"0,733063"
VALLE DEL CAUCA,LA CUMBRE,1250,"0,817857"
VALLE DEL CAUCA,LA UNIÓN,1250,"4,215404"
VALLE DEL CAUCA,LA VICTORIA,1250,"2,345686"
VALLE DEL CAUCA,OBANDO,1250,"2,112689"
VALLE DEL CAUCA,PALMIRA,1250,"24,863156"
VALLE DEL CAUCA,PRADERA,1250,"3,094314"
VALLE DEL CAUCA,RESTREPO,1250,"0,975616"
VALLE DEL CAUCA,RIOFRÍO,1250,"0,678332"
VALLE DEL CAUCA,ROLDANILLO,1250,"4,628498"
VALLE DEL CAUCA,SAN PEDRO,1250,"1,127483"
VALLE DEL CAUCA,SEVILLA,1750,"4,091764"
VALLE DEL CAUCA,TORO,1250,"1,974795"
VALLE DEL CAUCA,TRUJILLO,1250,"1,049805"
VALLE DEL CAUCA,TULUÁ,1250,"16,239276"
VALLE DEL CAUCA,ULLOA,2250,"0,456775"
VALLE DEL CAUCA,VERSALLES,1250,"0,771948"
VALLE DEL CAUCA,VIJES,1250,"1,445896"
VALLE DEL CAUCA,YOTOCO,1250,"1,659481"
VALLE DEL CAUCA,YUMBO,1250,"31,932762"
VALLE DEL CAUCA,ZARZAL,1250,"4,936617"
VAUPÉS,MITÚ,2750,"3,314582"
VAUPÉS,CARURÚ,2750,"0,89124"
VAUPÉS,TARAIRA,2750,"0,404448"
VICHADA,PUERTO CARREÑO,2250,"7,15896"
VICHADA,LA PRIMAVERA,2250,"5,586153"
VICHADA,SANTA ROSALÍA,2250,"1,670208"
VICHADA,CUMARIBO,2750,"0,965164"
